,object,room,identifiers,cluster_asgns
314,tomato_soup_can,living_room,ann209_asgn1280-ann32_asgn1281-ann115_asgn1282-ann207_asgn1283-ann225_asgn1284-ann27_asgn1285-ann16_asgn1286-ann94_asgn1287-ann140_asgn1288-ann8_asgn1289-,2-2-0-0-2-0-1-2-1-0-
315,tomato_soup_can,pantry_room,ann209_asgn1780-ann115_asgn1781-ann253_asgn1782-ann129_asgn1783-ann16_asgn1784-ann161_asgn1785-ann140_asgn1786-ann8_asgn1787-ann110_asgn1788-ann254_asgn1789-,2-1-2-0-2-1-2-0-0-0-
316,tomato_soup_can,television_room,ann209_asgn1040-ann115_asgn1041-ann191_asgn1042-ann211_asgn1043-ann212_asgn1044-ann107_asgn1045-ann161_asgn1046-ann123_asgn1047-ann147_asgn1048-ann8_asgn1049-,2-0-2-1-1-2-2-2-0-2-
317,toothbrush_holder,dining_room,ann286_asgn2778-ann226_asgn2779-ann298_asgn2780-ann315_asgn2781-ann213_asgn2782-ann51_asgn2783-ann316_asgn2784-ann123_asgn2785-ann31_asgn2786-ann317_asgn2787-,1-1-0-0-2-1-0-2-0-0-
318,toothbrush_holder,kitchen,ann82_asgn2618-ann303_asgn2619-ann298_asgn2620-ann207_asgn2621-ann51_asgn2622-ann123_asgn2623-ann266_asgn2624-ann140_asgn2625-ann17_asgn2626-ann8_asgn2627-,2-0-0-1-1-0-0-1-2-0-
319,toothbrush_holder,living_room,ann115_asgn3077-ann302_asgn3078-ann298_asgn3079-ann207_asgn3080-ann87_asgn3081-ann161_asgn3082-ann123_asgn3083-ann147_asgn3084-ann17_asgn3085-ann8_asgn3086-,2-1-0-1-2-2-0-2-1-2-
320,toothbrush_pack,bathroom,ann32_asgn3927-ann286_asgn3928-ann344_asgn3929-ann298_asgn3930-ann356_asgn3931-ann16_asgn3932-ann87_asgn3933-ann305_asgn3934-ann17_asgn3935-ann351_asgn3936-,2-2-1-2-1-2-0-2-2-0-
321,toothbrush_pack,home_office,ann350_asgn4497-ann286_asgn4498-ann348_asgn4499-ann303_asgn4500-ann356_asgn4501-ann207_asgn4502-ann345_asgn4503-ann342_asgn4504-ann147_asgn4505-ann353_asgn4506-,2-1-0-0-0-1-0-0-2-1-
322,toothbrush_pack,pantry_room,ann231_asgn4157-ann350_asgn4158-ann239_asgn4159-ann356_asgn4160-ann207_asgn4161-ann28_asgn4162-ann316_asgn4163-ann305_asgn4164-ann147_asgn4165-ann17_asgn4166-,0-0-2-0-1-2-0-0-0-1-
323,toothbrush_pack,television_room,ann352_asgn3777-ann349_asgn3778-ann239_asgn3779-ann207_asgn3780-ann107_asgn3781-ann28_asgn3782-ann123_asgn3783-ann305_asgn3784-ann140_asgn3785-ann351_asgn3786-,2-2-1-1-1-1-1-0-2-0-
324,towel,utility_room,ann82_asgn1230-ann209_asgn1231-ann115_asgn1232-ann211_asgn1233-ann207_asgn1234-ann225_asgn1235-ann51_asgn1236-ann123_asgn1237-ann8_asgn1238-ann31_asgn1239-,0-0-2-1-1-0-0-0-2-0-
325,toy_animal,closet,ann117_asgn2498-ann264_asgn2499-ann218_asgn2500-ann257_asgn2501-ann213_asgn2502-ann220_asgn2503-ann51_asgn2504-ann17_asgn2505-ann30_asgn2506-ann215_asgn2507-,2-1-0-1-2-1-2-0-1-1-
326,toy_animal,television_room,ann115_asgn2143-ann261_asgn2144-ann22_asgn2145-ann257_asgn2146-ann136_asgn2147-ann269_asgn2148-ann161_asgn2149-ann7_asgn2150-ann140_asgn2151-ann215_asgn2152-,1-1-0-1-2-2-1-0-0-1-
327,toy_basketball,home_office,ann350_asgn3657-ann344_asgn3658-ann303_asgn3659-ann337_asgn3660-ann16_asgn3661-ann107_asgn3662-ann87_asgn3663-ann123_asgn3664-ann343_asgn3665-ann234_asgn3666-,0-1-2-2-0-0-0-0-1-0-
328,toy_basketball,storage_room,ann25_asgn4387-ann349_asgn4388-ann357_asgn4389-ann344_asgn4390-ann303_asgn4391-ann207_asgn4392-ann107_asgn4393-ann340_asgn4394-ann266_asgn4395-ann234_asgn4396-,2-1-0-1-0-1-2-1-2-2-
329,toy_basketball,utility_room,ann355_asgn3627-ann347_asgn3628-ann349_asgn3629-ann239_asgn3630-ann344_asgn3631-ann161_asgn3632-ann340_asgn3633-ann343_asgn3634-ann147_asgn3635-ann354_asgn3636-,1-0-1-0-1-2-0-1-2-0-
330,toy_bowling_set,bedroom,ann352_asgn3777-ann349_asgn3778-ann239_asgn3779-ann207_asgn3780-ann107_asgn3781-ann28_asgn3782-ann123_asgn3783-ann305_asgn3784-ann140_asgn3785-ann351_asgn3786-,1-1-2-1-2-0-2-2-2-0-
331,toy_bowling_set,living_room,ann231_asgn4127-ann350_asgn4128-ann275_asgn4129-ann344_asgn4130-ann362_asgn4131-ann207_asgn4132-ann87_asgn4133-ann51_asgn4134-ann343_asgn4135-ann305_asgn4136-,1-0-0-1-2-1-0-2-1-0-
332,toy_bowling_set,playroom,ann82_asgn3597-ann352_asgn3598-ann349_asgn3599-ann348_asgn3600-ann303_asgn3601-ann262_asgn3602-ann161_asgn3603-ann316_asgn3604-ann147_asgn3605-ann353_asgn3606-,0-1-1-0-2-2-2-2-2-1-
333,toy_construction_set,living_room,ann350_asgn3637-ann302_asgn3638-ann344_asgn3639-ann107_asgn3640-ann283_asgn3641-ann340_asgn3642-ann342_asgn3643-ann343_asgn3644-ann353_asgn3645-ann351_asgn3646-,2-0-2-0-1-1-1-1-1-0-
334,toy_fishing,home_office,ann231_asgn3577-ann349_asgn3578-ann350_asgn3579-ann239_asgn3580-ann303_asgn3581-ann298_asgn3582-ann221_asgn3583-ann87_asgn3584-ann340_asgn3585-ann351_asgn3586-,1-1-0-2-0-0-0-2-1-0-
335,toy_fishing,utility_room,ann352_asgn4287-ann239_asgn4288-ann303_asgn4289-ann207_asgn4290-ann283_asgn4291-ann87_asgn4292-ann340_asgn4293-ann345_asgn4294-ann316_asgn4295-ann123_asgn4296-,1-0-2-1-1-2-1-2-0-0-
336,toy_food,childs_room,ann357_asgn4177-ann344_asgn4178-ann303_asgn4179-ann288_asgn4180-ann207_asgn4181-ann107_asgn4182-ann87_asgn4183-ann340_asgn4184-ann17_asgn4185-ann354_asgn4186-,0-1-0-2-0-2-0-1-1-1-
337,toy_food,storage_room,ann347_asgn4077-ann349_asgn4078-ann286_asgn4079-ann344_asgn4080-ann298_asgn4081-ann207_asgn4082-ann330_asgn4083-ann342_asgn4084-ann147_asgn4085-ann351_asgn4086-,1-1-1-1-0-1-0-2-2-0-
338,toy_furniture_set,kitchen,ann32_asgn3647-ann350_asgn3648-ann344_asgn3649-ann207_asgn3650-ann87_asgn3651-ann340_asgn3652-ann123_asgn3653-ann140_asgn3654-ann17_asgn3655-ann353_asgn3656-,1-0-1-1-0-1-2-1-2-1-
339,toy_instrument,dining_room,ann231_asgn4127-ann350_asgn4128-ann275_asgn4129-ann344_asgn4130-ann362_asgn4131-ann207_asgn4132-ann87_asgn4133-ann51_asgn4134-ann343_asgn4135-ann305_asgn4136-,1-2-0-1-2-0-0-1-1-0-
340,toy_instrument,living_room,ann347_asgn4357-ann349_asgn4358-ann350_asgn4359-ann344_asgn4360-ann136_asgn4361-ann356_asgn4362-ann161_asgn4363-ann340_asgn4364-ann329_asgn4365-ann234_asgn4366-,0-1-2-1-2-1-2-1-2-0-
341,toy_instrument,utility_room,ann347_asgn3667-ann346_asgn3668-ann239_asgn3669-ann344_asgn3670-ann356_asgn3671-ann207_asgn3672-ann330_asgn3673-ann340_asgn3674-ann147_asgn3675-ann17_asgn3676-,0-2-0-0-1-1-0-2-0-1-
342,toy_kitchen_set,closet,ann231_asgn3937-ann350_asgn3938-ann344_asgn3939-ann330_asgn3940-ann87_asgn3941-ann161_asgn3942-ann345_asgn3943-ann123_asgn3944-ann147_asgn3945-ann353_asgn3946-,2-1-0-1-0-1-0-2-1-0-
343,toy_kitchen_set,corridor,ann32_asgn3837-ann349_asgn3838-ann239_asgn3839-ann344_asgn3840-ann339_asgn3841-ann107_asgn3842-ann283_asgn3843-ann340_asgn3844-ann266_asgn3845-ann140_asgn3846-,2-1-0-1-0-2-1-2-2-1-
344,toy_kitchen_set,dining_room,ann347_asgn4377-ann32_asgn4378-ann349_asgn4379-ann350_asgn4380-ann87_asgn4381-ann340_asgn4382-ann341_asgn4383-ann147_asgn4384-ann17_asgn4385-ann353_asgn4386-,2-1-1-0-0-1-2-0-0-1-
345,toy_kitchen_set,home_office,ann350_asgn3657-ann344_asgn3658-ann303_asgn3659-ann337_asgn3660-ann16_asgn3661-ann107_asgn3662-ann87_asgn3663-ann123_asgn3664-ann343_asgn3665-ann234_asgn3666-,0-1-2-2-0-0-2-0-1-0-
346,toy_vehicle,garage,ann231_asgn3437-ann115_asgn3438-ann298_asgn3439-ann213_asgn3440-ann207_asgn3441-ann87_asgn3442-ann51_asgn3443-ann123_asgn3444-ann17_asgn3445-ann8_asgn3446-,2-1-1-2-1-0-2-2-0-1-
347,umbrella,childs_room,ann209_asgn1360-ann115_asgn1361-ann213_asgn1362-ann207_asgn1363-ann36_asgn1364-ann87_asgn1365-ann123_asgn1366-ann8_asgn1367-ann215_asgn1368-ann31_asgn1369-,2-0-2-1-1-2-2-2-0-2-
348,umbrella,lobby,ann209_asgn1320-ann115_asgn1321-ann218_asgn1322-ann235_asgn1323-ann236_asgn1324-ann207_asgn1325-ann16_asgn1326-ann123_asgn1327-ann8_asgn1328-ann97_asgn1329-,0-2-0-0-1-1-0-0-2-0-
349,umbrella,storage_room,ann209_asgn1760-ann115_asgn1761-ann213_asgn1762-ann225_asgn1763-ann16_asgn1764-ann122_asgn1765-ann140_asgn1766-ann30_asgn1767-ann8_asgn1768-ann97_asgn1769-,2-0-2-1-1-2-2-2-2-0-
350,usb_drive,lobby,ann117_asgn2286-ann115_asgn2287-ann218_asgn2288-ann257_asgn2289-ann51_asgn2290-ann285_asgn2291-ann259_asgn2292-ann140_asgn2293-ann17_asgn2294-ann369_asgn4582-,0-0-0-0-2-1-1-2-0-2-
351,utensil_holder,playroom,ann115_asgn3047-ann136_asgn3048-ann213_asgn3049-ann207_asgn3050-ann285_asgn3051-ann266_asgn3052-ann147_asgn3053-ann17_asgn3054-ann23_asgn3055-ann54_asgn3056-,0-2-2-0-1-1-0-0-2-0-
352,utensil_holder,storage_room,ann115_asgn3277-ann303_asgn3278-ann298_asgn3279-ann213_asgn3280-ann207_asgn3281-ann87_asgn3282-ann51_asgn3283-ann123_asgn3284-ann17_asgn3285-ann8_asgn3286-,0-0-2-0-0-1-0-0-2-1-
353,utensil_holder,television_room,ann231_asgn3437-ann115_asgn3438-ann298_asgn3439-ann213_asgn3440-ann207_asgn3441-ann87_asgn3442-ann51_asgn3443-ann123_asgn3444-ann17_asgn3445-ann8_asgn3446-,1-0-2-0-2-0-2-0-1-0-
354,vinyl_tape,television_room,ann82_asgn2678-ann115_asgn2679-ann298_asgn2680-ann213_asgn2681-ann161_asgn2682-ann123_asgn2683-ann147_asgn2684-ann17_asgn2685-ann30_asgn2686-ann8_asgn2687-,2-0-0-2-0-2-0-1-1-0-
355,washcloth,bedroom,ann115_asgn3067-ann303_asgn3068-ann298_asgn3069-ann213_asgn3070-ann207_asgn3071-ann308_asgn3072-ann88_asgn3073-ann17_asgn3074-ann30_asgn3075-ann8_asgn3076-,0-0-0-2-1-1-2-1-1-0-
356,washcloth,lobby,ann134_asgn3097-ann115_asgn3098-ann213_asgn3099-ann207_asgn3100-ann161_asgn3101-ann51_asgn3102-ann285_asgn3103-ann147_asgn3104-ann17_asgn3105-ann8_asgn3106-,0-0-0-2-0-1-1-0-2-0-
357,waste_basket,bathroom,ann82_asgn3087-ann115_asgn3088-ann298_asgn3089-ann207_asgn3090-ann87_asgn3091-ann161_asgn3092-ann88_asgn3093-ann51_asgn3094-ann17_asgn3095-ann8_asgn3096-,0-2-0-1-0-2-2-0-1-2-
358,waste_basket,corridor,ann115_asgn2818-ann83_asgn2819-ann303_asgn2820-ann298_asgn2821-ann213_asgn2822-ann207_asgn2823-ann123_asgn2824-ann17_asgn2825-ann8_asgn2826-ann31_asgn2827-,0-0-2-1-2-1-2-1-0-2-
359,waste_basket,living_room,ann82_asgn2528-ann115_asgn2529-ann298_asgn2530-ann213_asgn2531-ann207_asgn2532-ann161_asgn2533-ann88_asgn2534-ann51_asgn2535-ann285_asgn2536-ann17_asgn2537-,0-0-0-2-1-0-2-0-1-1-
360,water_bottle,dining_room,ann130_asgn390-ann41_asgn391-ann150_asgn392-ann27_asgn393-ann16_asgn394-ann107_asgn395-ann88_asgn396-ann80_asgn397-ann23_asgn398-ann8_asgn399-,1-0-2-0-2-2-0-0-1-0-
361,water_bottle,garage,ann134_asgn480-ann11_asgn481-ann85_asgn482-ann137_asgn483-ann16_asgn484-ann161_asgn485-ann100_asgn486-ann18_asgn487-ann80_asgn488-ann8_asgn489-,2-1-0-0-1-2-2-0-2-2-
362,water_bottle,living_room,ann134_asgn520-ann165_asgn521-ann144_asgn522-ann83_asgn523-ann166_asgn524-ann11_asgn525-ann106_asgn526-ann108_asgn527-ann9_asgn528-ann120_asgn529-,0-0-0-2-1-0-0-2-0-1-
363,weight_loss_guide,bathroom,ann231_asgn3907-ann349_asgn3908-ann350_asgn3909-ann344_asgn3910-ann303_asgn3911-ann207_asgn3912-ann297_asgn3913-ann283_asgn3914-ann340_asgn3915-ann316_asgn3916-,0-1-2-1-2-0-2-1-1-2-
364,weight_loss_guide,childs_room,ann13_asgn3607-ann344_asgn3608-ann303_asgn3609-ann288_asgn3610-ann298_asgn3611-ann339_asgn3612-ann343_asgn3613-ann234_asgn3614-ann17_asgn3615-ann351_asgn3616-,0-1-2-0-0-0-1-0-0-2-
365,weight_loss_guide,corridor,ann231_asgn4227-ann350_asgn4228-ann357_asgn4229-ann302_asgn4230-ann344_asgn4231-ann303_asgn4232-ann87_asgn4233-ann51_asgn4234-ann345_asgn4235-ann342_asgn4236-,2-0-1-2-1-0-0-1-0-0-
366,weight_loss_guide,kitchen,ann350_asgn4037-ann239_asgn4038-ann344_asgn4039-ann337_asgn4040-ann280_asgn4041-ann107_asgn4042-ann87_asgn4043-ann123_asgn4044-ann343_asgn4045-ann17_asgn4046-,0-0-1-0-0-0-2-0-1-2-
367,weight_loss_guide,lobby,ann32_asgn3647-ann350_asgn3648-ann344_asgn3649-ann207_asgn3650-ann87_asgn3651-ann340_asgn3652-ann123_asgn3653-ann140_asgn3654-ann17_asgn3655-ann353_asgn3656-,0-0-1-1-2-1-0-1-2-1-
368,weight_loss_guide,television_room,ann32_asgn3547-ann344_asgn3548-ann303_asgn3549-ann87_asgn3550-ann161_asgn3551-ann345_asgn3552-ann316_asgn3553-ann123_asgn3554-ann140_asgn3555-ann17_asgn3556-,0-1-0-2-0-2-0-0-0-1-
369,whale_whistle,childs_room,ann349_asgn4137-ann363_asgn4138-ann344_asgn4139-ann303_asgn4140-ann207_asgn4141-ann297_asgn4142-ann87_asgn4143-ann316_asgn4144-ann343_asgn4145-ann140_asgn4146-,1-0-1-0-0-2-0-2-1-2-
370,whale_whistle,pantry_room,ann231_asgn4227-ann350_asgn4228-ann357_asgn4229-ann302_asgn4230-ann344_asgn4231-ann303_asgn4232-ann87_asgn4233-ann51_asgn4234-ann345_asgn4235-ann342_asgn4236-,2-1-1-2-2-1-0-0-1-2-
371,whale_whistle,television_room,ann32_asgn3927-ann286_asgn3928-ann344_asgn3929-ann298_asgn3930-ann356_asgn3931-ann16_asgn3932-ann87_asgn3933-ann305_asgn3934-ann17_asgn3935-ann351_asgn3936-,0-0-1-0-1-0-2-0-2-2-
372,wipe_warmer,bathroom,ann82_asgn2123-ann218_asgn2124-ann135_asgn2125-ann257_asgn2126-ann269_asgn2127-ann67_asgn2128-ann51_asgn2129-ann123_asgn2130-ann140_asgn2131-ann215_asgn2132-,0-2-2-1-1-2-2-2-2-0-
373,wipe_warmer,lobby,ann82_asgn2123-ann218_asgn2124-ann135_asgn2125-ann257_asgn2126-ann269_asgn2127-ann67_asgn2128-ann51_asgn2129-ann123_asgn2130-ann140_asgn2131-ann215_asgn2132-,1-0-0-0-2-0-0-0-1-2-
374,wipe_warmer,storage_room,ann218_asgn2423-ann1_asgn2424-ann261_asgn2425-ann257_asgn2426-ann213_asgn2427-ann269_asgn2428-ann161_asgn2429-ann285_asgn2430-ann266_asgn2431-ann17_asgn2432-,2-1-2-0-1-0-2-1-1-0-
375,wireless_accessory,pantry_room,ann209_asgn1210-ann115_asgn1211-ann229_asgn1212-ann220_asgn1213-ann16_asgn1214-ann107_asgn1215-ann230_asgn1216-ann23_asgn1217-ann8_asgn1218-ann97_asgn1219-,1-0-1-2-1-2-2-0-0-2-
376,xylitol_sweetener,bathroom,ann231_asgn3437-ann115_asgn3438-ann298_asgn3439-ann213_asgn3440-ann207_asgn3441-ann87_asgn3442-ann51_asgn3443-ann123_asgn3444-ann17_asgn3445-ann8_asgn3446-,1-2-0-0-1-2-1-0-1-0-
377,xylitol_sweetener,closet,ann222_asgn2768-ann115_asgn2769-ann213_asgn2770-ann207_asgn2771-ann123_asgn2772-ann266_asgn2773-ann147_asgn2774-ann17_asgn2775-ann30_asgn2776-ann8_asgn2777-,1-2-0-2-0-0-2-1-1-2-
378,xylitol_sweetener,utility_room,ann82_asgn2958-ann10_asgn2959-ann286_asgn2960-ann303_asgn2961-ann298_asgn2962-ann207_asgn2963-ann161_asgn2964-ann51_asgn2965-ann147_asgn2966-ann17_asgn2967-,0-0-1-0-2-2-2-0-0-1-
